kaynak,bolum,kac_kez,hadis_meali_hutbede_gecen,tema,tarih,hutbe_basligi
Buhârî,İstikrâz,1,Hepiniz birer sorumlusunuz ve hepiniz yönettiklerinizden mesulsünüz…,"Sabır, Tevekkül ve Manevi Olgunluk",10.04.2020,"İNSAN, SORUMLULUK SAHİBİDİR"
Dârimî,Büyû’,1,"İyilik, gönlünü huzura kavuşturan ve içine sinen şeydir. Kötülük ise insanlar sana fetva verseler bile, gönlünü huzursuz eden ve içinde kuşku bırakan şeydir.","Ahlak, Erdem ve Söz",08.03.2019,İYİLİK PAYLAŞTIKÇA ÇOĞALIR
Ebû Dâvûd,Büyû’,1,"Bunlar, aralarında akrabalık bağı ya da herhangi bir menfaat bulunmayan, sırf Allah için birbirlerini sevenlerdir.","Toplumsal Dayanışma, Merhamet ve Kardeşlik",26.05.2023,BİRLİK VE BERABERLİK RUHU
Ebû Dâvûd,Büyû’ (İcâre),1,Çocuklarınız arasında adaletli davranın.,"Toplumsal Dayanışma, Merhamet ve Kardeşlik",15.12.2023,ADALET: HER HAK SAHİBİNE HAKKINI VERMEK
Ebû Dâvûd,Fiten ve Melâhim,1,"Şüphesiz bahtiyar kimse, fitnelerden uzak kalandır. Bir musibete uğradığında sabredendir. Yazıklar olsun fitneye sebebiyet verenlere ve destek olanlara!","Ahlak, Erdem ve Söz",15.01.2016,İMTİHANIN ADI: FİTNE
Ebû Dâvûd,Harâc,1,"Kimi bir işte görevlendirip yaptığı işin karşılığı bir ücret verdiysek, onun bu ücret dışında alacağı her şey emanete hıyanettir.","Ahlak, Erdem ve Söz",27.03.2015,KUL VE KAMU HAKKI
Ebû Dâvûd,Melâhim,1,Dünyayı aşırı sevmek ve ölümü kötü görmektir!,"İman, Tevhid ve Ahiret",09.08.2024,VEHEN: BİRLİK VE BERABERLİĞİMİZİN ÖNÜNDEKİ BÜYÜK ENGEL
Ebû Dâvûd,Menâsik,1,"Bu hataların bir önemi yok. Yeter ki bir kimse, bir başkasının ırzına, haysiyet ve iffetine saldırmamış olsun. Kim bunu yaparsa günah işlemiş ve helak olmuştur.","Toplumsal Dayanışma, Merhamet ve Kardeşlik",20.02.2015,KADINA EL KALKMAZ!
Ebû Dâvûd,Vitir,1,"Allahım! Seni anıp zikretmek, nimetine şükretmek, sana en güzel şekilde kulluk etmek için bana yardım eyle!","Sabır, Tevekkül ve Manevi Olgunluk",06.02.2015,ŞÜKÜR NİMETLERİ ARTIRIR
Hakim,De’avât,1,"Allah'ım! Helâl olan nimetlerinle yetinmemi, haramlardan müstağni olmamı ihsan eyle! Fazlı kereminle beni senden başkasına muhtaç eyleme!","Afet, Kriz ve Sağlık",28.02.2014,"İMAN, ÖZGÜRLÜK VE BAĞIMLILIK"
Hakim,el-Müstederek,1,Ben güzel ahlâkı tamamlamak üzere gönderildim.,"Ahlak, Erdem ve Söz",22.08.2014,HAYÂ HAYATTIR!
Hakim,el-Müstedrek,1,"Beş şey gelmeden önce beş şeyin değerini iyi bil; ölümden önce hayatın, meşguliyetten önce boş zamanın, yokluktan önce varlığın, ihtiyarlıktan önce gençliğin ve hastalıktan önce sağlığın","Sabır, Tevekkül ve Manevi Olgunluk",30.12.2011,ZAMAN BİLİNCİ
Heysemî,Mecmeu’z-zevâid,1,"Ramazan ayı size bereketiyle geldi, Allah bu ayda sizi zengin kılar, bundan dolayı size rahmet indirir, hataları yok eder, bu ayda duaları kabul eder. Allah Teâlâ sizin ibadet ve hayır konusunda birbirinizle yarış etmenize bakar ve meleklerine karşı sizinle övünür. O halde iyilik ve hayırdan yana Allah Teâlâ'ya kendinizi gösterin. Ramazan ayında Allah'ın rahmetinden kendisini mahrum eden kimse bed","Ramazan, Oruç ve Bayramlar",03.05.2019,HOŞ GELDİN YA ŞEHR-İ RAMAZAN
Muvatta,Hüsnü’l-hulk,1,"Birbirinizle musafaha edin, el sıkışın ki içinizdeki kin gitsin. Birbirinize hediyeler verin ki sevginiz artsın, düşmanlıklar yok olsun.","Ramazan, Oruç ve Bayramlar",21.04.2023,"RAMAZAN BAYRAMI: NEŞE, HUZUR VE KARDEŞLİK GÜNLERİ"
Muvatta,Kader,1,"Size iki şey bırakıyorum, onlara sımsıkı sarıldığınız sürece yolunuzu asla şaşırmazsınız. Bunlar, Allah'ın Kitabı ve Peygamberinin sünnetidir.","Vatan, Millet ve Tarih",12.07.2019,"15 TEMMUZ’U ANMAK, İHANETİ ANLAMAK"
Muvatta,İ’tikâf,1,Kadir gecesini Ramazanın son on gününde arayın!,"Kandiller, Muharrem ve Mübarek Geceler",22.04.2022,LEYLETÜ’L-KADR: İLAHİ LÜTUF VE İKRAM GECESİ
Muvatta,Şa’r,1,"Sırf benim için birbirini seven, benim rızam için toplanan, benim rızam uğrunda birbirini ziyaret eden ve sadece benim rızam için sadaka verip iyilik edenler, benim sevgimi hak ederler","İman, Tevhid ve Ahiret",03.04.2015,"HAKİKİ SEVGİ: ALLAH’I SEVMEK, ALLAH İÇİN SEVMEK"
Münzirî,el-Terğîb ve’t-Terhîb,1,Müslüman kardeşini sevindirmen mağfiret vesilesidir.,"Ramazan, Oruç ve Bayramlar",15.10.2013,KURBAN BAYRAMI
Müslim,Kitâbü’l-Fedâil,1,"Ben Muhammedim, ben Ahmedim, ben rahmet peygamberiyim",Peygamberimiz ve Ashab,10.01.2014,MEVLİD-İ NEBİ
Müslim,Radâ’,1,Mümin bir kimse eşine karşı nefret beslemesin. Onun bir davranışından hoşlanmasa da razı olduğu bir başka davranışı mutlaka vardır,"Aile, Çocuk ve Nesil",26.10.2018,AİLEDE ŞEFKAT VE NEZAKET DİLİ
Müslim,Savm,1,Oruç bir kalkandır.,"Ramazan, Oruç ve Bayramlar",19.08.2012,RAMAZAN BAYRAMI
Müslim,Sıfâtu’l Münâfikın,1,"Biliniz ki, Allah katında amellerin en makbulü, az da olsa devamlı olanıdır.","Ramazan, Oruç ve Bayramlar",17.07.2015,RAMAZAN MEKTEBİNİN ÖĞRETTİKLERİ
Müslim,Sıfâtü’l-münâfikîn,1,Ya Âişe! Şükreden bir kul olmayayım mı?,Peygamberimiz ve Ashab,22.10.2021,"ONUN BİZE MİRASI, EŞSİZ VEFASI"
Müslim,Tahâre,1,"Bir Müslüman, farz bir namaz için abdest alıp bütün erkânına riayet ederek namaz kılarsa, o namaz, büyük günah işlemedikçe, önceki günahlarına keffaret olur.",İbadet ve Kulluk,16.01.2015,"BİR TEKELLÜF DEĞİL, NİMET OLARAK NAMAZ"
Müslim,Tevbe,1,"Rabbimiz, kulunun tövbe etmesine, önemli bir eşyasını kaybedip sonradan o eşyayı bulan birisinin sevindiğinden daha fazla sevinir.","Kandiller, Muharrem ve Mübarek Geceler",23.02.2024,BERAT GECESİ: GÜNAHLARDAN ARINMA VESİLESİ
Nesâi,Cenâiz,1,"Ağız tadını kaçıran, lezzetleri yok eden ölümü çokça hatırlayın.","İman, Tevhid ve Ahiret",27.02.2015,ÖLÜM VE ÖTESİ
Nesâi,Dahâyâ,1,Haksız yere bir serçeyi öldürenden Cenab-ı Allah kıyamet gününde hesap soracaktır.,"Toplumsal Dayanışma, Merhamet ve Kardeşlik",15.04.2011,MERHAMET EĞİTİMİ
Nesâi,Gusül ve Teyemmüm,1,"Allah hayâ sahibidir, ayıp ve kusurları örtendir.","Ahlak, Erdem ve Söz",22.08.2014,HAYÂ HAYATTIR!
Nesâi,Mesâcid,1,"Bir kimse camiye gitme niyetiyle evinden çıktığında, attığı bir adımı için kendisine bir sevap yazılır, diğer adımı için de kendisinden bir günah silinir.","Ramazan, Oruç ve Bayramlar",20.02.2026,"RAMAZAN, CAMİ VE HAYAT"
Nesâi,Muhârebe,1,"Namaz, kıyamet günü kulun ilk hesaba çekileceği ameldir.","Kandiller, Muharrem ve Mübarek Geceler",25.02.2022,MÜMİNİN MİRACI NAMAZ
Nesâi,Tatbik,1,"Durum düşündüğünüz gibi değildir. Secdeye vardığımda sevgili torunum sırtıma çıkmıştı. Gönlü hoş olsun, düşüp canı incinmesin diye yere inmesini bekledim.","Aile, Çocuk ve Nesil",09.06.2017,KUR’AN AYINDA KUR’AN’LA BULUŞALIM
Nesâi,Îmân,1,"Müslüman, dilinden ve elinden insanların selâmette olduğu kişidir",Peygamberimiz ve Ashab,21.08.2026,MEVLİD-İ NEBİ
Süyûtî,el-Fethü’l-kebîr,1,"Bismillâhirrahmânirrahîm ile başlanmayan her önemli iş, bereketsiz ve sonuçsuzdur.",İbadet ve Kulluk,12.01.2024,ALLAH’IN RAHMET VE İNAYETİNE SIĞINMANIN ADI: EÛZÜ-BESMELE
Taberânî,el-Mu’cemü’s-sağîr,1,Müslümanların haline duyarsız kalan kimse onlardan değildir.,İslam Coğrafyası ve Küresel Meseleler,08.09.2017,MAZLUMUN YANINDA YER ALMAK
Tirmizî,Ahkâm,1,"İnsanoğlu ebediyete irtihal ettiği zaman amel defteri kapanır. Şu üç kişinin defteri ise kapanmaz ve bunlara sevap yazılmaya devam eder. Ardında sadakayı cariye, yani kalıcı bir hayır bırakan kişi. İlmini insanlığın hayır ve hizmetine sunan kişi. Kendisine hayır duada bulunan bir evlat yetiştiren kişi.",Kur'an-ı Kerim,20.06.2014,"CAMİYE KOŞALIM, KUR’AN’LA BULUŞALIM"
Tirmizî,De’avât,1,"...Rabbim! Beni hidayete erdir ve hidayeti bana kolaylaştır! Bana kötülük edene karşı yardımını benden esirgeme! Zulmedenlere karşı bana yardım eyle! Rabbim! Beni sana şükreden, seni zikreden, senin azabından korkan, sana itaat eden, sadece sana boyun eğen, sana yönelip yakaran bir kişi kıl! Rabbim! Tevbemi kabul eyle, günah ve hatalarımı temizle, duâmı kabul et!","İman, Tevhid ve Ahiret",30.01.2015,ALLAH’IN SON DİNİ İSLAM
Tirmizî,Edeb,1,"Allah her türlü noksanlıktan, kusurdan münezzehtir, davranışlarında, sözlerinde nezih olan kullarını sever; temizdir, temiz kullarını sever.",İbadet ve Kulluk,19.10.2018,MADDİ VE MANEVİ ARINMA: TEMİZLİK
Tirmizî,Sıfatü’l-Kıyame,1,"Ey Âişe, geriye bıraktığın değil, dağıttığın bizimdir.","Ramazan, Oruç ve Bayramlar",15.06.2018,KULLUK BİLİNCİYLE BİR ÖMÜR GEÇİRMEK
Tirmizî,Zekât,1,"Kuşkusuz sadaka, Rabbin gazabını söndürür ve kötü bir şekilde ölmeyi önler.","Ekonomik Hayat: Kazanç, Zekat ve İsraf",10.05.2019,RAMAZAN VE İNFAK
Tirmizî,Şemâil,1,"Resûlüllah, her zaman güler yüzlü, yumuşak huylu ve nazikti. Asla kötü huylu, katı kalpli, bağırıp çağıran, çirkin sözlü, kusur bulan ve cimri bir kimse değildi. Hoşlanmadığı şeyleri görmezlikten gelir, kendisinden beklentisi olan kimseleri hayal kırıklığına uğratmaz, onların isteklerini boşa çıkarmazdı…",Peygamberimiz ve Ashab,18.02.2022,PEYGAMBERİMİZİN AHLAKI KUR’AN’DI
İbn Mâce,Cenâiz,1,Namaza dikkat edin!,İbadet ve Kulluk,26.09.2025,"PEYGAMBERİMİZ (S.A.S), CAMİ VE NAMAZ"
İbn Mâce,Duâ,1,"Rabbim! Beni sana çokça şükreden, seni çokça zikreden, senin azabından çekinen, sana hakkıyla itaat eden, sadece senin için eğilen, daima sana yalvarıp yönelen bir kişi eyle!","Ekonomik Hayat: Kazanç, Zekat ve İsraf",29.04.2022,HAYATI HELAL KILABİLMEK
İbn Mâce,Eşribe,1,Sakın içki içme. Çünkü içki her kötülüğün anahtarıdır,"Afet, Kriz ve Sağlık",27.02.2026,BAĞIMLILIKLA MÜCADELEDE RAMAZAN BİR FIRSATTIR
İbn Mâce,Menâsik,1,"Kardeşim! Duana bizi de ortak et, bizi unutma.",İbadet ve Kulluk,10.02.2017,MÜMİNCE YAKARIŞIN ADI: DUA
İbn Mâce,Mukaddime,1,"Ben size gecesi gündüz gibi, apaçık bir yol bıraktım.",Peygamberimiz ve Ashab,28.10.2016,DÎN-İ MÜBÎN-İ İSLAM
İbn Mâce,Sıyâm,1,"… Ramazan ayında öyle bir gece vardır ki, bin aydan daha hayırlıdır. Bu gecenin hayrından mahrum kalan, bin ayın hayrından mahrum kalmış gibidir.","Kandiller, Muharrem ve Mübarek Geceler",10.07.2015,"KADİR GECESİ, KADİR BİLENLER İÇİNDİR"
İbn Mâce,Tıb,1,Tedavi olunuz. Çünkü Allah yarattığı her hastalığın mutlaka şifasını da yaratmıştır,"Afet, Kriz ve Sağlık",09.11.2018,SAĞLIK: DÜNYALARA DEĞER NİMET
İbn Mâce,İbn Mâce,1,En üstün sadaka kişinin ilim öğrenmesi ve öğrendiği ilmi Müslüman kardeşine de öğretmesidir.,"Ahlak, Erdem ve Söz",04.04.2014,DOĞRULUK VE SADAKA
İbn Mâce,İkâme,1,Kandillerinde kullanılmak maksadıyla oraya zeytinyağı gönderirsin. Böyle yapan da oraya gitmiş gibi olur.,İslam Coğrafyası ve Küresel Meseleler,07.02.2020,KUDÜS İSLAM YURDUDUR
İbn Mâce,İkâmetü’s-Salavât,1,"Bağışlanmak dileyen yok mu, onu bağışlayayım! Rızık isteyen yok mu, ona rızık vereyim! Belâya dûçar olan yok mu, ona afiyet vereyim!","Aile, Çocuk ve Nesil",29.05.2015,TEVBEMİZ BERATIMIZ OLSUN
