tarih,yil,baslik,ana_tema,ikincil_temalar,ozet,anahtar_kelimeler
10.04.2024,2024,"RAMAZAN BAYRAMI: BİRLİK, BERABERLİK VE KARDEŞLİK GÜNLERİ","Aile, Çocuk ve Nesil","Ahlak, Erdem ve Söz; Ramazan, Oruç ve Bayramlar","Ramazan Bayramı'nın birlik, kardeşlik ve dayanışma vesilesi olduğu anlatılan bu hutbede bayramın gerçek anlamını bulmasının ailevi bağları güçlendirmek, büyükleri ve yetimleri gözetmek, dargınlıkları bitirmekle mümkün olduğu vurgulanır. Aynı zamanda Gazze'deki mazlumların bayram sevincinden mahrum kaldığı hatırlatılarak onların acısına dikkat çekilir. Hutbe, bütün Müslümanların bayramının tebrik edilmesi ve insanlığa hayırlı olması duasıyla biter.",ramazan bayramı; kardeşlik; gazze; aile bağları; yetim; dargınlıkların bitirilmesi
12.04.2024,2024,GÖZÜMÜZÜN NURU: NAMAZ,İbadet ve Kulluk,,"Namazın İslam'ın beş esasından biri olduğu ve dinin direği, gözün nuru olarak nitelendiği bu hutbede namazın abdestten selama kadar her rüknünün sembolik anlamları açıklanır. Namazın kişiyi kötülükten alıkoyduğu, birlik ve kardeşliği pekiştirdiği vurgulanarak ailece cemaatle namaz kılmanın önemine değinilir. Hutbe, namaza devam edenlerin cennete gireceğine dair Peygamber müjdesiyle sona erer.",namaz; abdest; cemaatle namaz; ibadet; cennet müjdesi; çocuklara namaz alıştırma
19.04.2024,2024,HAYATIN HER ALANINDA ÖFKEMİZE HÂKİM OLALIM,"Sabır, Tevekkül ve Manevi Olgunluk","Aile, Çocuk ve Nesil","Bu hutbe öfke duygusunun yerinde kullanılırsa faydalı, esir olunursa yıkıcı olduğunu, günümüzde aile içi şiddet ve trafik gibi alanlarda öfkenin ciddi zararlara yol açtığını anlatır. Müminin öfkesinin haktan yana, mazlumun dostu olması gerektiği, öfke anında sabır, af ve Allah'a sığınmanın çözüm olduğu vurgulanır. Hutbe, öfkesini yenip affedenleri öven bir ayet mealiyle sona erer.",öfke kontrolü; sabır; affetme; aile içi şiddet; trafik; merhamet
26.04.2024,2024,HER İŞİN BİR AHLAKI VARDIR,"Ekonomik Hayat: Kazanç, Zekat ve İsraf","Ahlak, Erdem ve Söz","Bu hutbe İslam'ın iş hayatına dair getirdiği ahlaki ölçüleri; doğruluk, dürüstlük, helal kazanç ve kul hakkına riayeti işler. İşçi, işveren ve kamu görevlisi olarak herkesin üstlendiği sorumluluklar ayrı ayrı ele alınarak ücretin zamanında ödenmesi ve emanete hıyanet etmemenin önemi vurgulanır. Hutbe, güzel iş yapanların ecrinin zayi olmayacağına dair ayet mealiyle biter.",iş ahlakı; helal kazanç; işçi hakları; kamu görevi; emanete riayet; kul hakkı
03.05.2024,2024,DUA: RABBİMİZE SIĞINMANIN SÖZLÜ İFADESİ,Peygamberimiz ve Ashab,İbadet ve Kulluk; İslam Coğrafyası ve Küresel Meseleler,"Dua'nın Allah'a imanın ve kulluğun sözlü ifadesi olduğu anlatılan bu hutbede Hz. Âdem, Hz. İbrahim, Hz. Eyyûb, Hz. Yûsuf, Hz. Mûsâ ve Hz. Îsâ'nın Kur'an'daki dua örnekleri üzerinden duanın farklı boyutları (pişmanlık, teslimiyet, sabır, umut) işlenir. Peygamberimizin dualarının da hayata rehberlik ettiği vurgulanır. Hutbe, Gazze'deki mazlumlar için de dua çağrısıyla ve Bakara suresinin son ayetindeki dua ile sona erer.",dua; peygamberlerin duaları; hz. âdem; hz. eyyûb; gazze; sabır
10.05.2024,2024,"MEDENİYETİMİZ, VAKIF MEDENİYETİDİR","Ekonomik Hayat: Kazanç, Zekat ve İsraf",,"Bu hutbe vakıf müessesesinin İslam medeniyetinin temel taşlarından biri olduğunu, tarih boyunca yetim, öksüz ve muhtaçların sığınağı olan hayır kurumları inşa edildiğini anlatır. Türkiye Diyanet Vakfı'nın bu geleneği sürdürerek yurt içi ve yurt dışında yardım faaliyetleri yürüttüğü vurgulanır. Hutbe, Gazzeli mazlumlar için elden gelen yardımın seferber edilmesi çağrısıyla ve zalime engel olmama uyarısıyla sona erer.",vakıf; hayır kurumu; türkiye diyanet vakfı; sadaka-i câriye; gazze; yardımlaşma
17.05.2024,2024,AİLEMİZ: HUZUR VE GÜVEN KAYNAĞIMIZ,"Aile, Çocuk ve Nesil","Sabır, Tevekkül ve Manevi Olgunluk","Aile kurumunun huzur ve güven kaynağı olduğu, kadın-erkeğin birbirine sığınak olmak üzere yaratıldığı anlatılan bu hutbede ailenin günümüzde fıtrata aykırı tehditler altında olduğuna dikkat çekilir. Gençlerin huzurlu bir aile ortamında yetişmesinin geleceğin teminatı olduğu vurgulanır. Hutbe, Gazze'de dağılan aileler için dua çağrısıyla ve Kur'an'daki bir dua ile sona erer.",aile; evlilik; gençlik; bireysellik; fıtrat; gazze
24.05.2024,2024,İSLAM MEFKÛRESİNİ DİRİ TUTALIM,"Vatan, Millet ve Tarih",,"Bu hutbe İslam'ın i'lâ-yi kelimetullah idealinin Peygamberimizden günümüze Müslümanları harekete geçiren bir mefkûre olduğunu, ecdadın Malazgirt, İstanbul'un fethi ve Çanakkale gibi zaferlerle bu idealin taşıyıcısı olduğunu anlatır. Bugün de bu ülkünün birlik, adalet ve iyilik olarak yaşatılması gerektiği vurgulanır. Hutbe, mazlumların zafere, zalimlerin ise zilletine ulaşacağını haber veren bir hadisle sona erer.",islam mefkûresi; çanakkale; istanbul'un fethi; malazgirt; milli mücadele; gazze
31.05.2024,2024,HARAM: ALLAH İLE KUL ARASINDAKİ EN BÜYÜK ENGEL,"Ekonomik Hayat: Kazanç, Zekat ve İsraf",,"Bu hutbe helal ve haramı belirleme yetkisinin yalnızca Allah ve Resûlüne ait olduğunu, şirk, cana kıymak, faiz, rüşvet ve zina gibi haramların Allah ile kul arasındaki en büyük engel olduğunu anlatır. Gazze'deki katliamların da bu büyük günahlardan biri olarak kınandığı vurgulanır. Hutbe, helal-haram duyarlılığının aileye kazandırılması gerektiği hatırlatmasıyla ve sınava girecek öğrencilere dua ile sona erer.",helal haram; faiz; şirk; gazze soykırımı; haksız kazanç; mahremiyet
07.06.2024,2024,KURBAN: RABBİMİZE VE KARDEŞLERİMİZE YAKINLAŞMANIN VESİLESİ,"Ramazan, Oruç ve Bayramlar",,"Kurban ibadetinin Allah'a yakınlaşma ve şükür ifadesi olduğu anlatılan bu hutbede kurbanın etinin değil takvanın Allah'a ulaştığı vurgulanarak kesim şartları ve vekâletle kesim usulleri açıklanır. Türkiye Diyanet Vakfı'nın vekâletle kurban organizasyonuyla deprem bölgesi ve dünya genelindeki mazlumlara ulaşacağı belirtilir. Hutbe, Gazzeli kardeşlerin bayram sabahına güvenle ulaşması ve sınava girecek gençlere başarı duasıyla sona erer.",kurban bayramı; vekâletle kurban; türkiye diyanet vakfı; takva; deprem bölgesi; gazze
14.06.2024,2024,"İNSANI İHYA, TOPLUMU İNŞA EDEN İBADET: HAC",İbadet ve Kulluk,"Ramazan, Oruç ve Bayramlar","Hac ibadetinin insanı ihya eden, toplumu inşa eden bir kıyam ve diriliş olduğu anlatılan bu hutbede ihram, Arafat, tavaf ve sa'y gibi rükünlerin sembolik anlamları açıklanır. Arafat'ın ümmet bilincini ve tevhid inancını pekiştirdiği vurgulanır. Hutbe, bayram yolculuğunda dikkatli olma uyarısı ve Gazzeli mazlumların kurtuluşu için dua ile sona erer.",hac; ihram; arafat; tavaf; ümmet bilinci; kurban bayramı
16.06.2024,2024,KURBAN BAYRAMI,"Ramazan, Oruç ve Bayramlar",,"Kurban Bayramı vesilesiyle verilen bu hutbede kurbanın sadakat, fedakârlık ve teslimiyetin nişanesi olduğu, bayramların akraba ve komşu ziyaretleriyle, yetim ve yaşlıları gözetmekle anlam kazandığı anlatılır. Kurban kesiminde şefkatli davranmak ve eti ihtiyaç sahipleriyle paylaşmak öğütlenir. Hutbe, Gazzeli kardeşlerin bu bayramda da mahzun olduğu hatırlatılarak onların kurtuluşu için dua ile sona erer.",kurban bayramı; akraba ziyareti; yetim; bayram sevinci; gazze; kurban kesimi
21.06.2024,2024,YAZA KUR’AN’LA MERHABA,"Eğitim, Teknoloji, Çevre ve Toplumsal Değişim","Kur'an-ı Kerim; Aile, Çocuk ve Nesil","Bu hutbe çocukların anne-babaya emanet olduğunu, yaz tatilinde onların dijital alışkanlıklar yerine yaz Kur'an kurslarıyla buluşturulması gerektiğini anlatır. Kur'an kurslarının çocuklara ibadetleri, ahlaki değerleri ve sahih dini bilgiyi öğreteceği vurgulanır. Hutbe, Yaza Kur'an'la Merhaba çağrısıyla ve çocuklar için yapılan bir dua ile sona erer.",yaz kur'an kursu; çocuk eğitimi; dijital bağımlılık; aile; ahlak eğitimi; tatil
28.06.2024,2024,"İSLAM, İNANDIĞIMIZ GİBİ YAŞAMAYI BİZE EMREDER","Ekonomik Hayat: Kazanç, Zekat ve İsraf","Aile, Çocuk ve Nesil; Peygamberimiz ve Ashab","Bu hutbe İslam'da hüküm koyma yetkisinin yalnızca Allah ve Resûlüne ait olduğunu, Müslümanın hayatının her alanında -aile, ticaret, giyim- İslam ahlakına uygun yaşaması gerektiğini anlatır. Faiz, karaborsacılık, yalan ve kibir gibi kötülüklerden kaçınmanın önemi vurgulanır. Hutbe, kalbin din üzere sabit kılınması için yapılan Peygamber duasıyla sona erer.",kur'an ve sünnet; helal ticaret; faiz; ahlak; aile hukuku; kul hakkı
05.07.2024,2024,ZARÛRÂT-I HAMSEYİ MUHAFAZA EDELİM,"Toplumsal Dayanışma, Merhamet ve Kardeşlik","Kandiller, Muharrem ve Mübarek Geceler","Bu hutbe İslam'ın can, din, mal, akıl ve neslin korunmasını emreden zarûrât-ı hamse ilkesini işler ve güvenilir bir toplum inşasının bu beş temel hakka riayetle mümkün olduğunu anlatır. Peygamberimizin mümin arı benzetmesi üzerinden güvenilirlik vurgulanır. Hutbe, yaklaşan hicri yılbaşı ve Muharrem ayının faziletine değinerek birlik ve kardeşlik duasıyla sona erer.",zarûrât-ı hamse; can güvenliği; güvenilirlik; muharrem ayı; hicri yılbaşı; toplumsal huzur
12.07.2024,2024,15 TEMMUZ: MİLLETİMİZİN DESTANSI ZAFERİ,"Vatan, Millet ve Tarih",,"15 Temmuz darbe girişiminin sekizinci yıl dönümü vesilesiyle verilen bu hutbe, milletin FETÖ'ye karşı gösterdiği direnişin destansı bir zafer olduğunu ve bu ihanetin dini değerleri istismar ettiğini anlatır. Aynı hafta idrak edilecek Aşûrâ günü ve Kerbelâ hadisesine de değinilerek fitne ve fesada karşı uyanık olunması istenir. Hutbe, şehit ve gazilerin anılması ile devlet ve millet için dua ile sona erer.",15 temmuz; fetö; aşûrâ; kerbelâ; milli birlik; hainlik
19.07.2024,2024,MÜSLÜMAN TAKVA SAHİBİDİR,"Aile, Çocuk ve Nesil",,"Takvanın Allah'tan hakkıyla sakınmak ve hayatın her alanında -giyim, düğün, sosyal ilişkiler- İslami ölçülere uymak olduğu anlatılan bu hutbede tesettürün kişisel tercih değil ilahi bir emir olduğu vurgulanır. Aşırı düğün masraflarının gençlerin evliliğini geciktirdiğine dikkat çekilerek sade nikâhın bereketi anlatılır. Hutbe, Peygamberimizin hidayet, takva ve iffet duasıyla sona erer.",takva; tesettür; düğün israfı; mahremiyet; nikâh; iffet
26.07.2024,2024,"CENNET VESİLEMİZ, AİLE BÜYÜKLERİMİZ","Aile, Çocuk ve Nesil","Sabır, Tevekkül ve Manevi Olgunluk; Toplumsal Dayanışma, Merhamet ve Kardeşlik","Bu hutbe aile büyüklerinin cennet vesilesi olduğunu, onlara saygı ve hizmetin ailedeki birlik ve bereketin kaynağı olduğunu anlatır. Günümüzde yaşlıların yalnızlığa terk edilmesinin ve bireyselleşmenin eleştirildiği hutbede büyüklere karşı sorumlulukların hatırlatılması amaçlanır. Hutbe, gençlerin yaşlılara hürmet etmesi durumunda kendilerinin de aynı hürmeti göreceğine dair bir hadisle sona erer.",aile büyükleri; yaşlılara saygı; anne baba hakkı; bireyselleşme; akraba ziyareti; huzurevi
02.08.2024,2024,TEBBET SÛRESİNDEN MESAJLAR,İslam Coğrafyası ve Küresel Meseleler,,"Bu hutbe Tebbet suresi üzerinden Ebû Leheb örneğiyle Allah ve Resûlüne düşmanlık edenlerin ve zulme destek verenlerin ibretlik akıbetini anlatır. Günümüzdeki zalimlerin de -özellikle Gazze'deki soykırımı gerçekleştirenlerin- aynı sona uğrayacağı vurgulanır. Hutbe, zulme karşı durmanın ve Müslümanların birlik içinde hareket etmesinin önemine değinilerek kâfirlerin mağlup olacağına dair ayetle sona erer.",tebbet sûresi; ebû leheb; zulüm; gazze soykırımı; zalime destek; birlik beraberlik
09.08.2024,2024,VEHEN: BİRLİK VE BERABERLİĞİMİZİN ÖNÜNDEKİ BÜYÜK ENGEL,İbadet ve Kulluk,"Ahlak, Erdem ve Söz; Eğitim, Teknoloji, Çevre ve Toplumsal Değişim","Bu hutbe 'vehen' kavramı üzerinden Müslümanların dünya sevgisi ve ölüm korkusu yüzünden zillete düşme tehlikesini anlatır. Müslümanların güçlerini kaybetmesinin sebebinin zalimlerin gücünden çok kendi tembellik ve dünyevileşmelerinden kaynaklandığı vurgulanır. Hutbe, birlik ve sorumluluk çağrısıyla ve 2025 hac kayıtlarına dair bir duyuruyla sona erer.",vehen; dünya sevgisi; tembellik; dünyevileşme; hac ön kayıt; birlik beraberlik
16.08.2024,2024,ÇEVREMİZ BİZE EMANETTİR,"Eğitim, Teknoloji, Çevre ve Toplumsal Değişim","Ekonomik Hayat: Kazanç, Zekat ve İsraf","Çevrenin Allah'ın bir emaneti olduğu anlatılan bu hutbede insanın hırs ve tüketim çılgınlığıyla doğal dengeyi bozduğu, özellikle su israfı ve orman yangınlarının ciddi bir tehdit oluşturduğu vurgulanır. Zalimlerin savaşlarla doğal hayatı da tahrip ettiği belirtilir. Hutbe, temizliğin imanın yarısı olduğu hatırlatmasıyla ve çevre bilinci çağrısıyla sona erer.",çevre bilinci; israf; su tasarrufu; orman yangınları; doğal denge; temizlik
23.08.2024,2024,ÂDÂB-I MUÂŞERETTE DE REHBERİMİZ ALLAH RESÛLÜ (S.A.S)’DİR,"Vatan, Millet ve Tarih","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim; Ahlak, Erdem ve Söz","Bu hutbe Peygamberimizin sadece ibadetlerde değil sosyal ilişkilerde de (âdâb-ı muâşerette) örnek olduğunu, selamlaşma, ziyaret adabı ve nezaket kurallarının İslami bir gereklilik olduğunu anlatır. Sosyal medyada da bu adaba uyulması gerektiği vurgulanır. Hutbe, Zafer Haftası'nda şehit ve gazilerin anılması ile orman yangınlarına karşı dikkat çağrısıyla sona erer.",âdâb-ı muâşeret; selamlaşma; sosyal medya ahlakı; ziyaret adabı; zafer haftası; nezaket
30.08.2024,2024,"BİZİ BİZ YAPAN, BİZİ MİLLET KILAN RUH","Vatan, Millet ve Tarih",,"Bu hutbe vatan sevgisinin ve millet olma ruhunun İslam imanından beslendiğini, ecdadın bu ruhla Malazgirt'ten Çanakkale'ye kadar zaferler kazandığını anlatır. 30 Ağustos Zafer Bayramı vesilesiyle bu ruhun gelecek nesillere aktarılması gerektiği vurgulanır. Hutbe, İstiklal Marşı'ndan bir mısra ile ve şehit-gazilerin anılmasıyla sona erer.",30 ağustos zaferi; vatan sevgisi; istiklal marşı; millet ruhu; şehitlik; malazgirt
06.09.2024,2024,"İLİM VE EĞİTİM, AHLAKLA YÜCELİR","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim",,"İlim ve eğitimin ahlakla yücelmesi gerektiği anlatılan bu hutbede ilmin amacının güzel ahlak ve salih amel olduğu, teknoloji ve bilimin insanlığın hayrına kullanılmadığında Gazze'deki gibi soykırımlara alet olabileceği vurgulanır. Okulların açılması vesilesiyle öğretmenlik mesleğinin önemine değinilir. Hutbe, Kur'an kursu kayıtlarının duyurulması ve öğrenim yılı için dua ile sona erer.",ilim ve eğitim; ahlak; öğretmenlik; okulların açılması; kur'an kursu; gazze
13.09.2024,2024,MEVLİD-İ NEBİ,Peygamberimiz ve Ashab,,"Mevlid-i Nebi haftası vesilesiyle verilen bu hutbe Peygamberimizin güzel ahlakı tamamlamak için gönderildiğini ve iman-amel-ahlakın birbirinden ayrılamayacağını anlatır. Onu anmanın sadece mevlid kutlamakla değil sünnetine sarılıp Gazze gibi mazlum coğrafyalara sahip çıkmakla mümkün olduğu vurgulanır. Hutbe, Mevlid-i Nebi Haftası'nın Peygamberimiz ve Şahsiyet İnşası temasıyla kutlanacağının duyurulmasıyla sona erer.",mevlid-i nebi; peygamberimizin ahlakı; şahsiyet inşası; gazze; sünnete bağlılık; yetim hakları
20.09.2024,2024,PEYGAMBERİMİZ (S.A.S) VE ŞAHSİYET İNŞASI,İbadet ve Kulluk,"Ahlak, Erdem ve Söz; İman, Tevhid ve Ahiret","Bu hutbe Müslümanın şahsiyetinin iman, ibadet ve güzel ahlak üçlüsüyle inşa edildiğini, Peygamberimizin bu konuda en güzel örnek olduğunu anlatır. Günümüzde bireysellik, bencillik ve dünyevileşmenin bu şahsiyet inşasını tehdit ettiği vurgulanır. Hutbe, iyiliği yayıp kötülüğe engel olma çağrısı ve 2025 hac kayıt süresinin uzatıldığına dair duyuruyla sona erer.",şahsiyet inşası; iman; güzel ahlak; bireysellik; dünyevileşme; hac kaydı
27.09.2024,2024,ŞAHSİYETİMİZİ İMAR EDEN KUTLU MEKÂN: CAMİ,İbadet ve Kulluk,,"Camilerin sadece ibadet mekânı değil, ilim, irfan ve şahsiyet inşasının merkezi olduğu anlatılan bu hutbede cami merkezli medeniyetin dürüstlük, ahilik ve dayanışma değerlerini barındırdığı vurgulanır. Camilere ve mescitlere zarar vermenin büyük bir zulüm olduğu, Gazze'de yıkılan camilerin buna örnek olduğu belirtilir. Hutbe, Camiler ve Din Görevlileri Haftası'nın anılmasıyla ve din görevlilerine dua ile sona erer.",cami; din görevlileri haftası; ahilik; cemaatle ibadet; gazze; şahsiyet inşası
04.10.2024,2024,ZULÜM ASLA PAYİDAR OLMAZ,"Toplumsal Dayanışma, Merhamet ve Kardeşlik",İslam Coğrafyası ve Küresel Meseleler,"Bu hutbe zulmün İslam'da haram kılınan büyük günahlardan biri olduğunu ve zulme rıza göstermenin de aynı derecede vebal olduğunu anlatır. Filistin'deki bir yıllık soykırımın Müslümanlar arasındaki ümmet bilincinin zayıflamasından güç aldığı vurgulanarak birlik ve hazırlıklı olma çağrısı yapılır. Hutbe, kötülüğe karşı elle, dille veya kalple durma gerekliliğini bildiren hadisle sona erer.",zulüm; gazze soykırımı; ümmet bilinci; birlik beraberlik; mazluma destek; hazırlıklı olmak
11.10.2024,2024,KÖTÜLÜĞE İYİLİKLE ENGEL OLALIM,"Ahlak, Erdem ve Söz",,"Bu hutbe emr-i bi'l-ma'rûf nehy-i ani'l-münker ilkesi çerçevesinde iyiliğin yayılması ve kötülüğün önlenmesinin İslam'ın temel gayelerinden biri olduğunu anlatır. Günümüzde kötülüğün, sapkın ideolojilerin ve zararlı akımların gençleri ve çocukları tehdit ettiği vurgulanır. Hutbe, iyilikte yarışma çağrısıyla ve iyilerin dünyayı yaşanılır kılacağı vurgusuyla sona erer.",emr-i bi'l-ma'rûf; iyilik; kötülükten sakındırma; sapkın ideolojiler; gençlik; toplumsal ahlak
18.10.2024,2024,"ALLAH’I, ÖLÜMÜ VE AHİRETİ UNUTMADAN BİR ÖMÜR SÜRELİM","İman, Tevhid ve Ahiret",,"Bu hutbe insanın unutkan bir varlık olduğunu ancak Allah'ı, ölümü ve ahireti unutmanın en büyük gaflet olduğunu anlatır. Gazze'de soykırım uygulayan zalimlerin ve dijital ortamda harama teşvik edenlerin ahiret bilincini yitirmiş kişiler olduğu vurgulanır. Hutbe, ölümü çokça hatırlamanın öneminin hatırlatılmasıyla ve ahiret bilinciyle yaşama çağrısıyla sona erer.",ahiret bilinci; ölümü hatırlamak; gaflet; gazze soykırımı; dijital mecralarda haram; gençlik
25.10.2024,2024,VATAN MÜDAFAASI MUKADDESTİR,"Vatan, Millet ve Tarih",,"Vatan müdafaasının sadece toprak savunması değil din, can, mal, namus ve neslin korunması anlamına geldiği anlatılan bu hutbede ecdadın Malazgirt, Çanakkale ve Milli Mücadele'de gösterdiği direniş örnek gösterilir. Ülkeye karşı kurulan iç ve dış tuzaklara karşı uyanık olunması gerektiği vurgulanır. Hutbe, Ankara'daki terör saldırısında şehit olanlara rahmet ve sabır dileğiyle sona erer.",vatan müdafaası; milli mücadele; çanakkale; terör saldırısı; birlik beraberlik; ankara saldırısı
